,YM,SalesRegion,SKU Code,VolumeHL/M,Brand,Package,Segment,Price,Rebate,PromotionVolume,Discount
65,2016-02-01,Heilongjiang,15,2338.56,low-end 2,Big Bottle,low-end,74.36769230769235,12514.96,0,237030.74
66,2016-02-01,Heilongjiang,16,30802.194,low-end 2,Big Bottle,low-end,74.36769230769235,177240.7,0,3374725.0999999996
67,2016-02-01,Heilongjiang,17,2592.0000000000005,low-end 2,Big Bottle,low-end,74.36769230769235,18729.98,0,320761.82
68,2016-02-01,Heilongjiang,19,785.19,low-end 2,Small Bottle,low-end,74.36769230769235,1544.9,0,17065.58
69,2016-02-01,Heilongjiang,21,673.92,middle-end 3,Big Bottle,middle-end,74.36769230769235,4983.96,0,188910.92
70,2016-02-01,Heilongjiang,22,2249.28,middle-end 3,Small Can,middle-end,74.36769230769235,21688.24,0,164455.02
71,2016-02-01,Heilongjiang,23,2473.2,low-end 3,Big Bottle,low-end,74.36769230769235,13823.92,0,221164.3
72,2016-02-01,Heilongjiang,24,1733.7599999999998,low-end 3,Big Bottle,low-end,74.36769230769235,15463.06,0,137882.91999999998
73,2016-02-01,Heilongjiang,27,12648.261999999999,low-end 2,Big Bottle,low-end,74.36769230769235,88367.16,0,1478640.06
74,2016-02-01,Heilongjiang,29,2396.1600000000003,low-end 2,Big Bottle,low-end,74.36769230769235,17476.88,0,473685.0800000001
75,2016-02-01,Heilongjiang,31,22971.600000000002,low-end 2,Big Bottle,low-end,74.36769230769235,141766.84,0,5257574.72
76,2016-02-01,Heilongjiang,32,40711.130000000005,low-end 3,Big Bottle,low-end,74.36769230769235,223398.84,0,1490357.78
77,2016-02-01,Heilongjiang,33,2559.086,low-end 3,Big Bottle,low-end,74.36769230769235,24130.02,0,332505.2
78,2016-02-01,Heilongjiang,34,117.84,high-end 1,Big Bottle,high-end,74.36769230769235,3878.78,0,16962.02
79,2016-02-01,Heilongjiang,36,5831.087999999999,low-end 2,Big Bottle,low-end,74.36769230769235,44865.64,0,475110.64
80,2016-02-01,Heilongjiang,37,9.372,high-end 2,Alu Bottle,high-end,74.36769230769235,7769.46,0,29146.14
81,2016-02-01,Heilongjiang,39,25643.969999999998,low-end 3,Big Bottle,low-end,74.36769230769235,54883.24,0,1065542.1199999999
82,2016-02-01,Heilongjiang,40,18153.914,low-end 3,Big Bottle,low-end,74.36769230769235,64160.7,0,1464381.4600000002
83,2016-02-01,Heilongjiang,41,3661.5119999999997,low-end 2,Big Bottle,low-end,74.36769230769235,23624.34,0,223834.27999999997
84,2016-02-01,Heilongjiang,43,6932.5199999999995,low-end 2,Big Can,low-end,74.36769230769235,0.0,0,125979.34
85,2016-02-01,Jilin,1,7986.0,middle-end 2,Big Bottle,middle-end,74.36769230769235,87585.58,0,2102734.18
86,2016-02-01,Jilin,3,24.0,middle-end 2,Big Can,middle-end,74.36769230769235,451.34,400,3073.76
87,2016-02-01,Jilin,4,2249.2799999999997,middle-end 2,Small Bottle,middle-end,74.36769230769235,8521.0,0,626948.3000000002
88,2016-02-01,Jilin,5,676.8,high-end 2,Big Bottle,high-end,74.36769230769235,11512.94,0,64100.94000000002
89,2016-02-01,Jilin,6,39.599999999999994,high-end 2,Small Bottle,high-end,74.36769230769235,3756.92,0,5295.099999999999
90,2016-02-01,Jilin,7,1.584,high-end 2,Small Bottle,high-end,74.36769230769235,1674.26,0,1761.2400000000005
91,2016-02-01,Jilin,8,1540.0800000000002,high-end 2,Big Bottle,high-end,74.36769230769235,9521.28,0,53245.64
92,2016-02-01,Jilin,9,942.0,high-end 2,Big Bottle,high-end,74.36769230769235,9900.14,0,98730.84
93,2016-02-01,Jilin,11,993.168,high-end 2,Small Bottle,high-end,74.36769230769235,85001.86,0,1421871.7799999998
94,2016-02-01,Jilin,13,5971.679999999999,low-end 2,Small Bottle,low-end,74.36769230769235,12294.22,0,387159.7
95,2016-02-01,Jilin,16,2318.5099999999998,low-end 2,Big Bottle,low-end,74.36769230769235,5636.16,0,25998.480000000003
96,2016-02-01,Jilin,18,228.0,low-end 2,Big Bottle,low-end,74.36769230769235,2164.76,204,21932.38
97,2016-02-01,Jilin,19,887.0399999999998,low-end 2,Small Bottle,low-end,74.36769230769235,4788.64,0,16710.64
98,2016-02-01,Jilin,20,5502.0,low-end 2,Big Bottle,low-end,74.36769230769235,44212.24,0,1310635.5199999998
99,2016-02-01,Jilin,22,1227.6,middle-end 3,Small Can,middle-end,74.36769230769235,5715.52,4522,38591.579999999994
100,2016-02-01,Jilin,25,11599.248,low-end 2,Big Bottle,low-end,74.36769230769235,102206.16,12000,1426831.0999999999
101,2016-02-01,Jilin,26,3628.0979999999995,low-end 2,Big Bottle,low-end,74.36769230769235,29878.02,0,327412.25999999995
102,2016-02-01,Jilin,27,10550.236,low-end 2,Big Bottle,low-end,74.36769230769235,63124.86,14000,1050698.8800000001
103,2016-02-01,Jilin,28,24.0,high-end 2,Big Can,high-end,74.36769230769235,680.66,0,4546.120000000001
104,2016-02-01,Jilin,30,366.0,middle-end 3,Big Can,middle-end,74.36769230769235,1603.52,2594,11419.06
105,2016-02-01,Jilin,31,11616.0,low-end 2,Big Bottle,low-end,74.36769230769235,105136.0,0,3034894.2600000002
106,2016-02-01,Jilin,34,73.2,high-end 1,Big Bottle,high-end,74.36769230769235,6731.98,0,51612.04
107,2016-02-01,Jilin,35,167.04,low-end 3,Big Bottle,low-end,74.36769230769235,0.86,2,14.98
108,2016-02-01,Jilin,42,7678.08,low-end 2,Big Can,low-end,74.36769230769235,0.0,24194,41356.92
109,2016-02-01,Jilin,43,12639.36,low-end 2,Big Can,low-end,74.36769230769235,0.0,24206,41377.439999999995
110,2016-03-01,Heilongjiang,1,45210.95999999999,middle-end 2,Big Bottle,middle-end,74.36769230769235,200755.38,0,8600247.18
111,2016-03-01,Heilongjiang,4,1211.76,middle-end 2,Small Bottle,middle-end,74.36769230769235,32993.26,0,653224.7000000001
112,2016-03-01,Heilongjiang,5,515.28,high-end 2,Big Bottle,high-end,74.36769230769235,10654.64,0,85100.77999999998
113,2016-03-01,Heilongjiang,8,826.672,high-end 2,Big Bottle,high-end,74.36769230769235,26505.22,0,26505.22
114,2016-03-01,Heilongjiang,9,3577.6800000000007,high-end 2,Big Bottle,high-end,74.36769230769235,55916.58,0,243290.80000000005
115,2016-03-01,Heilongjiang,10,4.117999999999999,high-end 2,Small Can,high-end,74.36769230769235,3188.16,0,3188.159999999999
116,2016-03-01,Heilongjiang,11,205.92,high-end 2,Small Bottle,high-end,74.36769230769235,45967.24,0,45967.24
117,2016-03-01,Heilongjiang,12,64.80000000000001,high-end 3,Big Bottle,high-end,74.36769230769235,568.3,0,18399.34
118,2016-03-01,Heilongjiang,13,966.24,low-end 2,Small Bottle,low-end,74.36769230769235,9000.58,0,200619.90000000005
119,2016-03-01,Heilongjiang,14,12020.195999999998,low-end 2,Big Bottle,low-end,74.36769230769235,67958.68,0,1019161.88
120,2016-03-01,Heilongjiang,15,2782.08,low-end 2,Big Bottle,low-end,74.36769230769235,14701.42,0,308388.7
121,2016-03-01,Heilongjiang,16,26344.726000000002,low-end 2,Big Bottle,low-end,74.36769230769235,156153.36,0,3281645.3599999994
122,2016-03-01,Heilongjiang,17,2782.08,low-end 2,Big Bottle,low-end,74.36769230769235,23525.16,0,401311.66000000003
123,2016-03-01,Heilongjiang,19,133.056,low-end 2,Small Bottle,low-end,74.36769230769235,920.66,0,8203.02
124,2016-03-01,Heilongjiang,21,319.67999999999995,middle-end 3,Big Bottle,middle-end,74.36769230769235,3056.96,0,119099.61999999998
125,2016-03-01,Heilongjiang,22,126.72,middle-end 3,Small Can,middle-end,74.36769230769235,6210.28,0,52387.7
126,2016-03-01,Heilongjiang,23,1965.6000000000004,low-end 3,Big Bottle,low-end,74.36769230769235,12922.74,0,239649.46
127,2016-03-01,Heilongjiang,24,1601.28,low-end 3,Big Bottle,low-end,74.36769230769235,11521.34,0,86326.58000000002
128,2016-03-01,Heilongjiang,27,14519.117999999999,low-end 2,Big Bottle,low-end,74.36769230769235,90691.54,0,1530116.26
129,2016-03-01,Heilongjiang,29,2142.72,low-end 2,Big Bottle,low-end,74.36769230769235,15463.44,0,479031.5
130,2016-03-01,Heilongjiang,30,1.68,middle-end 3,Big Can,middle-end,74.36769230769235,163.72,0,1086.52
131,2016-03-01,Heilongjiang,31,24570.000000000007,low-end 2,Big Bottle,low-end,74.36769230769235,109433.84,0,4319789.08
132,2016-03-01,Heilongjiang,32,42080.778000000006,low-end 3,Big Bottle,low-end,74.36769230769235,207200.46,0,1350368.64
133,2016-03-01,Heilongjiang,33,2231.6879999999996,low-end 3,Big Bottle,low-end,74.36769230769235,17820.64,0,241020.38
134,2016-03-01,Heilongjiang,34,257.4,high-end 1,Big Bottle,high-end,74.36769230769235,3751.86,0,17044.920000000002
135,2016-03-01,Heilongjiang,36,6274.022000000001,low-end 2,Big Bottle,low-end,74.36769230769235,37311.18,0,480693.78
136,2016-03-01,Heilongjiang,37,10.565999999999999,high-end 2,Alu Bottle,high-end,74.36769230769235,3124.52,0,3124.5200000000004
137,2016-03-01,Heilongjiang,39,37136.32599999999,low-end 3,Big Bottle,low-end,74.36769230769235,66648.82,0,1423459.28
138,2016-03-01,Heilongjiang,40,16670.578,low-end 3,Big Bottle,low-end,74.36769230769235,72830.84,0,1547070.68
139,2016-03-01,Heilongjiang,41,4202.724,low-end 2,Big Bottle,low-end,74.36769230769235,26533.74,0,245750.5
140,2016-03-01,Heilongjiang,43,7171.44,low-end 2,Big Can,low-end,74.36769230769235,0.0,0,241757.12
141,2016-03-01,Jilin,1,11838.0,middle-end 2,Big Bottle,middle-end,74.36769230769235,113751.12,0,2825421.7600000007
142,2016-03-01,Jilin,3,300.0,middle-end 2,Big Can,middle-end,74.36769230769235,1077.1,0,6610.619999999999
143,2016-03-01,Jilin,4,1338.48,middle-end 2,Small Bottle,middle-end,74.36769230769235,0.0,0,516319.44
144,2016-03-01,Jilin,5,855.6,high-end 2,Big Bottle,high-end,74.36769230769235,23280.2,0,288965.94000000006
145,2016-03-01,Jilin,6,15.84,high-end 2,Small Bottle,high-end,74.36769230769235,2244.0,0,11306.3
146,2016-03-01,Jilin,7,7.92,high-end 2,Small Bottle,high-end,74.36769230769235,1761.26,0,15807.619999999999
147,2016-03-01,Jilin,8,2307.36,high-end 2,Big Bottle,high-end,74.36769230769235,24248.66,0,103381.12
148,2016-03-01,Jilin,9,448.8,high-end 2,Big Bottle,high-end,74.36769230769235,10692.82,0,106073.92
149,2016-03-01,Jilin,11,731.808,high-end 2,Small Bottle,high-end,74.36769230769235,61633.68,0,780345.7799999999
150,2016-03-01,Jilin,13,3239.2800000000007,low-end 2,Small Bottle,low-end,74.36769230769235,16065.9,0,556629.68
151,2016-03-01,Jilin,16,2644.7939999999994,low-end 2,Big Bottle,low-end,74.36769230769235,6548.94,0,32245.92
152,2016-03-01,Jilin,18,84.0,low-end 2,Big Bottle,low-end,74.36769230769235,2003.68,302,19885.260000000002
153,2016-03-01,Jilin,19,190.08,low-end 2,Small Bottle,low-end,74.36769230769235,2200.42,0,2200.42
154,2016-03-01,Jilin,20,6612.0,low-end 2,Big Bottle,low-end,74.36769230769235,41436.94,0,1167996.3
155,2016-03-01,Jilin,22,23.759999999999998,middle-end 3,Small Can,middle-end,74.36769230769235,1574.84,0,1591.0199999999998
156,2016-03-01,Jilin,25,7235.896,low-end 2,Big Bottle,low-end,74.36769230769235,85643.54,10000,1113989.34
157,2016-03-01,Jilin,26,3693.806,low-end 2,Big Bottle,low-end,74.36769230769235,24232.54,0,245935.35999999996
158,2016-03-01,Jilin,27,7157.0999999999985,low-end 2,Big Bottle,low-end,74.36769230769235,63700.32,10000,1025502.6000000002
159,2016-03-01,Jilin,30,72.0,middle-end 3,Big Can,middle-end,74.36769230769235,597.64,0,4922.360000000001
160,2016-03-01,Jilin,31,16662.0,low-end 2,Big Bottle,low-end,74.36769230769235,110663.2,0,3199367.6199999996
161,2016-03-01,Jilin,34,32.4,high-end 1,Big Bottle,high-end,74.36769230769235,3279.7,0,25144.359999999997
162,2016-03-01,Jilin,35,207.13,low-end 3,Big Bottle,low-end,74.36769230769235,0.86,2,14.98
163,2016-03-01,Jilin,37,1.704,high-end 2,Alu Bottle,high-end,74.36769230769235,7853.12,0,37005.96000000001
164,2016-03-01,Jilin,42,7765.6799999999985,low-end 2,Big Can,low-end,74.36769230769235,0.0,42634,72878.4
165,2016-03-01,Jilin,43,6184.32,low-end 2,Big Can,low-end,74.36769230769235,0.0,16902,28892.16
166,2016-04-01,Heilongjiang,1,24014.88000000001,middle-end 2,Big Bottle,middle-end,74.36769230769235,177040.52,0,7334510.98
167,2016-04-01,Heilongjiang,3,383.04,middle-end 2,Big Can,middle-end,74.36769230769235,2581.96,0,23462.559999999998
168,2016-04-01,Heilongjiang,4,1322.6399999999999,middle-end 2,Small Bottle,middle-end,74.36769230769235,28660.52,0,624280.2799999999
169,2016-04-01,Heilongjiang,5,205.44000000000003,high-end 2,Big Bottle,high-end,74.36769230769235,11635.86,0,86025.9
170,2016-04-01,Heilongjiang,8,1112.8200000000002,high-end 2,Big Bottle,high-end,74.36769230769235,32165.48,0,32165.480000000003
171,2016-04-01,Heilongjiang,9,1326.2399999999998,high-end 2,Big Bottle,high-end,74.36769230769235,30910.98,0,172836.12000000002
172,2016-04-01,Heilongjiang,10,674.946,high-end 2,Small Can,high-end,74.36769230769235,7875.06,0,71496.82
173,2016-04-01,Heilongjiang,11,280.368,high-end 2,Small Bottle,high-end,74.36769230769235,50855.1,0,448359.36000000004
174,2016-04-01,Heilongjiang,12,25.92,high-end 3,Big Bottle,high-end,74.36769230769235,163.54,0,2111.1200000000003
175,2016-04-01,Heilongjiang,13,1132.5600000000002,low-end 2,Small Bottle,low-end,74.36769230769235,9223.92,0,233204.24
176,2016-04-01,Heilongjiang,14,15200.637999999997,low-end 2,Big Bottle,low-end,74.36769230769235,94175.78,0,1390935.18
177,2016-04-01,Heilongjiang,15,3306.24,low-end 2,Big Bottle,low-end,74.36769230769235,12528.5,0,269084.9
178,2016-04-01,Heilongjiang,16,34771.064000000006,low-end 2,Big Bottle,low-end,74.36769230769235,174410.3,0,3540240.3799999994
179,2016-04-01,Heilongjiang,17,3490.5600000000004,low-end 2,Big Bottle,low-end,74.36769230769235,27145.48,0,469024.48
180,2016-04-01,Heilongjiang,19,139.392,low-end 2,Small Bottle,low-end,74.36769230769235,1860.42,0,12717.680000000002
181,2016-04-01,Heilongjiang,21,129.6,middle-end 3,Big Bottle,middle-end,74.36769230769235,2319.76,0,81777.73999999999
182,2016-04-01,Heilongjiang,22,807.8399999999999,middle-end 3,Small Can,middle-end,74.36769230769235,5129.36,0,41236.759999999995
183,2016-04-01,Heilongjiang,23,2743.2,low-end 3,Big Bottle,low-end,74.36769230769235,18683.2,0,347073.01999999996
184,2016-04-01,Heilongjiang,24,3012.4799999999996,low-end 3,Big Bottle,low-end,74.36769230769235,29006.82,0,99312.62
185,2016-04-01,Heilongjiang,27,11943.630000000001,low-end 2,Big Bottle,low-end,74.36769230769235,110884.38,0,1624710.54
186,2016-04-01,Heilongjiang,29,3127.6799999999994,low-end 2,Big Bottle,low-end,74.36769230769235,20851.66,0,550684.36
187,2016-04-01,Heilongjiang,30,441.48,middle-end 3,Big Can,middle-end,74.36769230769235,2040.98,0,14814.44
188,2016-04-01,Heilongjiang,31,18964.799999999996,low-end 2,Big Bottle,low-end,74.36769230769235,138161.34,0,5205912.359999999
189,2016-04-01,Heilongjiang,32,54348.33800000001,low-end 3,Big Bottle,low-end,74.36769230769235,274477.56,0,1862469.2000000002
190,2016-04-01,Heilongjiang,33,3601.432,low-end 3,Big Bottle,low-end,74.36769230769235,21976.16,0,289458.0
191,2016-04-01,Heilongjiang,34,80.39999999999999,high-end 1,Big Bottle,high-end,74.36769230769235,4320.48,0,14229.859999999999
192,2016-04-01,Heilongjiang,36,11505.717999999997,low-end 2,Big Bottle,low-end,74.36769230769235,59190.78,0,545785.56
193,2016-04-01,Heilongjiang,37,5.62,high-end 2,Alu Bottle,high-end,74.36769230769235,50006.14,0,61214.92
194,2016-04-01,Heilongjiang,39,36000.456,low-end 3,Big Bottle,low-end,74.36769230769235,60228.2,0,880342.34
195,2016-04-01,Heilongjiang,40,25009.232,low-end 3,Big Bottle,low-end,74.36769230769235,73750.86,0,1321475.42
196,2016-04-01,Heilongjiang,41,6882.044,low-end 2,Big Bottle,low-end,74.36769230769235,30584.88,0,248252.68000000002
197,2016-04-01,Heilongjiang,43,13025.880000000001,low-end 2,Big Can,low-end,74.36769230769235,0.0,0,90266.5
198,2016-04-01,Heilongjiang,45,178.2,low-end 2,Big Can,low-end,74.36769230769235,9.28,0,96.14
199,2016-04-01,Jilin,1,11370.0,middle-end 2,Big Bottle,middle-end,74.36769230769235,101759.14,0,2514048.6799999992
200,2016-04-01,Jilin,3,24.0,middle-end 2,Big Can,middle-end,74.36769230769235,1090.12,1010,7996.259999999999
201,2016-04-01,Jilin,4,1512.7199999999998,middle-end 2,Small Bottle,middle-end,74.36769230769235,0.0,0,459384.8399999999
202,2016-04-01,Jilin,5,704.4,high-end 2,Big Bottle,high-end,74.36769230769235,21277.1,0,366494.5399999999
203,2016-04-01,Jilin,8,1440.72,high-end 2,Big Bottle,high-end,74.36769230769235,19515.7,0,85194.45999999999
204,2016-04-01,Jilin,9,402.0,high-end 2,Big Bottle,high-end,74.36769230769235,6316.72,0,51423.35999999999
205,2016-04-01,Jilin,11,931.392,high-end 2,Small Bottle,high-end,74.36769230769235,60075.8,0,1042250.1000000001
206,2016-04-01,Jilin,13,3373.92,low-end 2,Small Bottle,low-end,74.36769230769235,18587.94,0,613677.52
207,2016-04-01,Jilin,16,4249.495999999999,low-end 2,Big Bottle,low-end,74.36769230769235,11723.74,0,56317.5
208,2016-04-01,Jilin,18,138.0,low-end 2,Big Bottle,low-end,74.36769230769235,1363.2,302,10706.279999999999
209,2016-04-01,Jilin,19,348.48,low-end 2,Small Bottle,low-end,74.36769230769235,2212.62,0,7627.96
210,2016-04-01,Jilin,20,6624.0,low-end 2,Big Bottle,low-end,74.36769230769235,45978.06,0,1322221.78
211,2016-04-01,Jilin,22,253.44,middle-end 3,Small Can,middle-end,74.36769230769235,2237.14,1770,15096.880000000001
212,2016-04-01,Jilin,25,11652.694000000001,low-end 2,Big Bottle,low-end,74.36769230769235,120150.58,16000,1667547.6400000001
213,2016-04-01,Jilin,26,5057.96,low-end 2,Big Bottle,low-end,74.36769230769235,26338.3,0,269001.58
214,2016-04-01,Jilin,27,11706.152000000002,low-end 2,Big Bottle,low-end,74.36769230769235,83441.98,18000,1367176.2799999996
215,2016-04-01,Jilin,28,18.0,high-end 2,Big Can,high-end,74.36769230769235,307.74,0,2051.36
216,2016-04-01,Jilin,30,27.6,middle-end 3,Big Can,middle-end,74.36769230769235,523.58,806,4312.599999999999
217,2016-04-01,Jilin,31,19326.0,low-end 2,Big Bottle,low-end,74.36769230769235,118145.52,0,3399799.44
218,2016-04-01,Jilin,34,15.599999999999998,high-end 1,Big Bottle,high-end,74.36769230769235,4142.72,0,31761.219999999994
219,2016-04-01,Jilin,35,193.766,low-end 3,Big Bottle,low-end,74.36769230769235,984.72,2304,17245.66
220,2016-04-01,Jilin,37,3.408,high-end 2,Alu Bottle,high-end,74.36769230769235,1157.72,0,18384.399999999998
221,2016-04-01,Jilin,42,3123.84,low-end 2,Big Can,low-end,74.36769230769235,0.0,38348,65551.95999999999
